homepage_url,snapshot_url,word_count,internal_link_count,image_count,has_team_page,has_product_page,error
http://www.wegolook.com,http://web.archive.org/web/20141019074748/http://www.wegolook.com/?,326.0,38.0,4.0,True,False,
http://wegreekapp.com,,,,,,,No snapshot found
http://www.wegush.com/,,,,,,,No snapshot found
http://www.wegowise.com,,,,,,,No snapshot found
http://wehack.it,,,,,,,No snapshot found
http://weiboagent.com,,,,,,,No snapshot found
http://www.51weibu.com,,,,,,,No snapshot found
http://wehostels.com,,,,,,,No snapshot found
http://www.weic.jp/,,,,,,,No snapshot found
http://weichaishi.com/,https://web.archive.org/web/20130911073918/http://weichaishi.com/,20.0,3.0,0.0,False,False,
http://www.wehaus.com,http://web.archive.org/web/20130829041622/http://www.wehaus.com/,,,,,,Failed to extract features after retries
http://wehealthblog.com,http://web.archive.org/web/20131017145616/http://wehealthblog.com/,,,,,,Failed to extract features after retries
http://www.weicheche.cn,,,,,,,No snapshot found
https://www.weidai.com.cn/,,,,,,,No snapshot found
http://www.weightwinshealth.com,,,,,,,No snapshot found
http://www.weightupsolutions.com/,,,,,,,No snapshot found
http://weilos.com,,,,,,,No snapshot found
http://www.weilver.com/,,,,,,,No snapshot found
http://www.weifangpharm.com,http://web.archive.org/web/20090514064257/http://www.weifangpharm.com/,,,,,,Failed to extract features after retries
http://www.withme365.com,,,,,,,No snapshot found
https://www.weightlossclubsworldwide.com/en/,http://web.archive.org/web/20141124041808/http://www.weightlossclubsworldwide.com/en/?,,,,,,Failed to extract features after retries
http://weimob.com,,,,,,,No snapshot found
http://www.weiphone.com,,,,,,,No snapshot found
http://www.aggso.com,http://web.archive.org/web/20130820161345/http://www.aggso.com/,,,,,,Failed to extract features after retries
http://www.weipass.cn,,,,,,,No snapshot found
http://www.weissbeerger.com,,,,,,,No snapshot found
http://weissenhaus.net,,,,,,,No snapshot found
http://weizoom.com,,,,,,,No snapshot found
http://www.weinderwoche.com,http://web.archive.org/web/20110605192111/http://www.weinderwoche.com/,,,,,,Failed to extract features after retries
http://www.wejo.co,,,,,,,No snapshot found
http://www.welab.co,,,,,,,No snapshot found
http://www.welcaretelemed.com/index.html,,,,,,,No snapshot found
http://www.welcomefunds.com/,,,,,,,No snapshot found
http://weixinhai.com,http://web.archive.org/web/20140417121151/http://www.weixinhai.com/,,,,,,Failed to extract features after retries
http://welcu.com/en,,,,,,,No snapshot found
http://www.welcomecure.com,http://web.archive.org/web/20151005115829/http://www.welcomecure.com/,642.0,87.0,46.0,True,False,
http://www.welcome-rt.com,,,,,,,No snapshot found
http://welike.ru/,,,,,,,No snapshot found
https://www.welkinhealth.com/,,,,,,,No snapshot found
http://well.io,,,,,,,No snapshot found
http://well.ca,,,,,,,No snapshot found
http://wellap.com/,,,,,,,No snapshot found
http://welink.com,http://web.archive.org/web/20120624122521/http://welink.com/,,,,,,Failed to extract features after retries
http://www.welldonepos.co,,,,,,,No snapshot found
https://welkio.com/,http://web.archive.org/web/20150924130600/https://welkio.com/,,,,,,Failed to extract features after retries
http://www.wellbeyondcare.com/,http://web.archive.org/web/20141018184924/http://wellbeyondcare.com/,,,,,,Failed to extract features after retries
http://www.wellbe.me,,,,,,,No snapshot found
http://www.wellaware.us/,http://web.archive.org/web/20130726133027/http://wellaware.us/,40.0,0.0,1.0,False,False,
http://www.wellcentive.com,https://web.archive.org/web/20120605083337/http://www.wellcentive.com,160.0,45.0,12.0,True,False,
https://www.wellbeingnetwork.com/,http://web.archive.org/web/20140209065335/http://www.wellbeingnetwork.com/,583.0,0.0,11.0,False,False,
http://wellapps.com,http://web.archive.org/web/20110128202925/https://www.wellapps.com/,,,,,,Failed to extract features after retries
http://www.wellawaresystems.com,http://web.archive.org/web/20091130234919/http://www.wellawaresystems.com/,,,,,,Failed to extract features after retries
http://www.wellcore.com,,,,,,,No snapshot found
http://wellcoin.com,,,,,,,No snapshot found
http://www.welldoc.com,,,,,,,No snapshot found
http://wellfount.com,,,,,,,No snapshot found
http://wellflix.net/,,,,,,,No snapshot found
http://www.wellfra.me,,,,,,,No snapshot found
http://www.welldog.com/,http://web.archive.org/web/20040523082055/http://www.welldog.com/,160.0,0.0,0.0,False,False,
http://wellgen.com,,,,,,,No snapshot found
http://welliko.com,,,,,,,No snapshot found
http://www.wellin5.com,,,,,,,No snapshot found
http://wellesleypharma.com/,http://web.archive.org/web/20150112002104/http://wellesleypharma.com/,,,,,,Failed to extract features after retries
http://www.well-fx.com,,,,,,,No snapshot found
http://www.wellinks.com/,,,,,,,No snapshot found
http://www.wellingtonfood.net/,,,,,,,No snapshot found
http://wellkeeper.com,,,,,,,No snapshot found
http://www.wellmetris.com,,,,,,,No snapshot found
http://www.thewellnesscorner.net,,,,,,,No snapshot found
http://www.wellnessforever.in/,,,,,,,No snapshot found
http://www.wellmo.com,https://web.archive.org/web/20141009073829/http://www.wellmo.com,118.0,0.0,0.0,False,False,
http://www.wellnessliving.com,,,,,,,No snapshot found
http://www.wellnessFX.com,,,,,,,No snapshot found
http://www.wello.com,,,,,,,No snapshot found
http://www.wellntel.com/,,,,,,,No snapshot found
http://www.wello2.com,,,,,,,No snapshot found
http://www.wellocities.com,,,,,,,No snapshot found
http://www.wellogix.com/default.aspx,,,,,,,No snapshot found
http://wellpartner.com,,,,,,,No snapshot found
https://www.gowellpath.com/,,,,,,,No snapshot found
http://www.wellpepper.com,http://web.archive.org/web/20140104092048/http://wellpepper.com/,597.0,0.0,12.0,False,True,
http://wellnowuc.com,http://web.archive.org/web/20120214085702/http://www.wellnowuc.com/,,,,,,Failed to extract features after retries
http://www.wellsphere.com,,,,,,,No snapshot found
http://www.wellright.com,,,,,,,No snapshot found
http://www.wellspring.com,,,,,,,No snapshot found
http://www.welltec.com,,,,,,,No snapshot found
http://welltheon.com,,,,,,,No snapshot found
https://www.wellthie.com/,,,,,,,No snapshot found
http://welltok.com/,,,,,,,No snapshot found
http://www.controlmycare.com/,http://web.archive.org/web/20150312224629/http://www.controlmycare.com/,,,,,,Failed to extract features after retries
http://www.welocalize.com,,,,,,,No snapshot found
https://wellthy.com,http://web.archive.org/web/20141222121304/http://www.wellthy.com/,,,,,,Failed to extract features after retries
http://welspunenergy.com,,,,,,,No snapshot found
http://www.weltonstreet.com/,,,,,,,No snapshot found
http://www.welltrackone.net,http://web.archive.org/web/20130924005637/http://www.welltrackone.net/,,,,,,Failed to extract features after retries
http://welvu.com,,,,,,,No snapshot found
http://welshice.org/,http://web.archive.org/web/20151024171118/http://welshice.org/,,,,,,Failed to extract features after retries
http://www.welzoo.com,,,,,,,No snapshot found
http://wemailapp.com,,,,,,,No snapshot found
http://www.weibo.com/3515741524/AkmVcwB70,,,,,,,No snapshot found
http://www.wemoms.fr/,,,,,,,No snapshot found
http://wemolab.com,,,,,,,No snapshot found
http://wemonitorhome.com,,,,,,,No snapshot found
http://wemarkindia.com,http://web.archive.org/web/20150208113004/http://www.wemarkindia.com/,,,,,,Failed to extract features after retries
http://www.wemash.com/,http://web.archive.org/web/20150321045453/http://wemash.com/,,,,,,Failed to extract features after retries
http://wemontage.com,,,,,,,No snapshot found
http://www.wengo.fr,,,,,,,No snapshot found
http://www.wennsoft.com/,,,,,,,No snapshot found
http://www.wenjuan.com,,,,,,,No snapshot found
http://www.wentworthresources.com,,,,,,,No snapshot found
http://www.wentworthtechnology.com,,,,,,,No snapshot found
http://www.weogeo.com,,,,,,,No snapshot found
http://www.wems.co.uk,http://web.archive.org/web/20120608081652/http://www.wems.co.uk/,,,,,,Failed to extract features after retries
http://www.wenwo.com/,http://web.archive.org/web/20110207210644/http://wenwo.com/,,,,,,Failed to extract features after retries
http://weowe.com,,,,,,,No snapshot found
http://www.weole-energy.com,http://web.archive.org/web/20081113055904/http://www.weole-energy.com/,,,,,,Failed to extract features after retries
http://www.weorder.com,http://web.archive.org/web/20140223082856/http://www.weorder.com/,,,,,,Failed to extract features after retries
http://www.weotta.com,http://web.archive.org/web/20130522031324/http://www.weotta.com/,11.0,1.0,1.0,False,False,
http://www.weplay.com,,,,,,,No snapshot found
http://www.weplann.com.br,,,,,,,No snapshot found
http://wepowereco.com,,,,,,,No snapshot found
http://www.wepay.com,http://web.archive.org/web/20081224234625/http://www.wepay.com/,,,,,,Failed to extract features after retries
http://www.wepanow.com,http://web.archive.org/web/20090906142135/http://www.wepanow.com/,,,,,,Failed to extract features after retries
http://www.wepiao.com/,http://web.archive.org/web/20151119084152/http://www.wepiao.com/,,,,,,Failed to extract features after retries
http://www.wepressapp.com,,,,,,,No snapshot found
http://wercker.com,,,,,,,No snapshot found
http://www.wepow.com,https://web.archive.org/web/20110207211039/http://www.wepow.com,410.0,0.0,17.0,False,True,
http://werdsmith.com,,,,,,,No snapshot found
http://www.wlw.com,,,,,,,No snapshot found
http://www.werkadoo.com,,,,,,,No snapshot found
http://www.weservehomes.com,,,,,,,No snapshot found
http://wesabe.com,,,,,,,No snapshot found
http://www.weshop.com,,,,,,,No snapshot found
http://wesharesolar.com/,,,,,,,No snapshot found
http://wescoal.com,http://web.archive.org/web/20130905115828/http://wescoal.com/,332.0,35.0,20.0,False,False,
http://www.weroom.com,http://web.archive.org/web/20130720190111/http://weroom.com/,,,,,,Failed to extract features after retries
http://en-us.wespeke.com,,,,,,,No snapshot found
http://westlakessurgery.com,,,,,,,No snapshot found
http://www.westdermatology.com/,,,,,,,No snapshot found
http://www.westhealth.org,https://web.archive.org/web/20080612114023/http://www.westhealth.org,299.0,50.0,8.0,False,False,
http://www.weshow.com,http://web.archive.org/web/20070522120921/http://www.weshow.com/,,,,,,Failed to extract features after retries
http://www.westworldmedia.com,,,,,,,No snapshot found
http://www.westridgenetworks.com/,,,,,,,No snapshot found
http://www.wested.org/,,,,,,,No snapshot found
http://www.livewestbridge.com,,,,,,,No snapshot found
http://www.westernwindowsystems.com/,,,,,,,No snapshot found
http://wdc.com,,,,,,,No snapshot found
http://westernoncolytics.com/,,,,,,,No snapshot found
http://www.xishanju.com,,,,,,,No snapshot found
http://www.westinghousesolar.com.au,,,,,,,No snapshot found
http://westlakes.com/,,,,,,,No snapshot found
http://westadmat.com/,,,,,,,No snapshot found
http://westore.co.uk,,,,,,,No snapshot found
http://www.westonsoftwareinc.com,,,,,,,No snapshot found
http://westwardleaning.com,,,,,,,No snapshot found
http://www.westwing.de,,,,,,,No snapshot found
http://www.westyleasia.com,,,,,,,No snapshot found
http://www.wesustain.com/,,,,,,,No snapshot found
http://www.weswap.com,,,,,,,No snapshot found
http://wesync.tv,,,,,,,No snapshot found
http://westudy.in,http://web.archive.org/web/20130608020506/http://www.westudy.in/,,,,,,Failed to extract features after retries
http://www.wetaginc.com/,,,,,,,No snapshot found
http://www.westwave.com,http://web.archive.org/web/19991113074039/http://www.westwave.com/,,,,,,Failed to extract features after retries
https://wetopi.com,,,,,,,No snapshot found
http://www.wetfeet.com,,,,,,,No snapshot found
http://wetowns.kr,,,,,,,No snapshot found
http://www.wetrack.com/,,,,,,,No snapshot found
http://wetpaint-inc.com,,,,,,,No snapshot found
http://www.wetransfer.com,,,,,,,No snapshot found
http://www.wavebob.com,,,,,,,No snapshot found
http://www.wevod.tv,,,,,,,No snapshot found
http://www.wetzelengineering.com/,http://web.archive.org/web/20110208000533/http://wetzelengineering.com/,13.0,0.0,0.0,False,False,
http://www.wetradetogether.com,http://web.archive.org/web/20111217070021/http://www.wetradetogether.com/,,,,,,Failed to extract features after retries
http://wevorce.com,,,,,,,No snapshot found
http://www.wevideo.com,http://web.archive.org/web/20111101010443/http://www.wevideo.com/,,,,,,Failed to extract features after retries
http://www.wewaant.com/,,,,,,,No snapshot found
http://www.WeVue.com,,,,,,,No snapshot found
http://www.wework.com,,,,,,,No snapshot found
http://warmupspetfood.com/,,,,,,,No snapshot found
http://wevr.com/,http://web.archive.org/web/20150723162039/http://wevr.com/,,,,,,Failed to extract features after retries
http://www.weyap.com,,,,,,,No snapshot found
http://www.wezzoo.com,,,,,,,No snapshot found
http://www.wewanttoknow.com,http://web.archive.org/web/20151101101305/http://wewanttoknow.com/,,,,,,Failed to extract features after retries
http://www.whagoo.io,,,,,,,No snapshot found
http://www.whakoom.com/,,,,,,,No snapshot found
http://www.whaleimaging.com,,,,,,,No snapshot found
https://whalepath.com,,,,,,,No snapshot found
http://www.retailmenot.com/corp,,,,,,,No snapshot found
https://whally.com/,,,,,,,No snapshot found
http://www.whalealerts.com,,,,,,,No snapshot found
http://www.killerwebappdude.com,,,,,,,No snapshot found
http://whatthetrend.com,,,,,,,No snapshot found
http://www.whalebackms.com/,,,,,,,No snapshot found
http://www.whatclinic.com,,,,,,,No snapshot found
http://www.what3words.com,https://web.archive.org/web/20130823041359/http://www.what3words.com,144.0,0.0,11.0,False,False,
http://www.whattheylike.com,,,,,,,No snapshot found
http://www.whatchado.com,,,,,,,No snapshot found
http://whamcitylights.com,http://web.archive.org/web/20131108055539/http://whamcitylights.com/,,,,,,Failed to extract features after retries
http://www.knowledgeplaza.net,,,,,,,No snapshot found
http://www.lingtuan.com/yuenimei,,,,,,,No snapshot found
http://www.whatsonfoodie.com,,,,,,,No snapshot found
http://whatstrending.com/,,,,,,,No snapshot found
http://www.whatsalon.com,http://web.archive.org/web/20121128025315/http://www.whatsalon.com/,399.0,0.0,3.0,False,False,
http://www.whatsapp.com,http://web.archive.org/web/20090914114259/http://www.whatsapp.com/?,465.0,13.0,25.0,False,False,
http://www.whatser.com,https://web.archive.org/web/20100304095356/http://www.whatser.com,4.0,0.0,1.0,False,False,
http://www.whatsbuzzing.com/,,,,,,,No snapshot found
http://www.whatsinmyhandbag.com,http://web.archive.org/web/20120405143054/http://www.whatsinmyhandbag.com/,,,,,,Failed to extract features after retries
http://www.whatsnexx.com,,,,,,,No snapshot found
http://www.whatsopen.com,,,,,,,No snapshot found
http://www.whatt.com/,,,,,,,No snapshot found
http://www.whatsnew.asia,http://web.archive.org/web/20121230025011/http://whatsnew.asia/,,,,,,Failed to extract features after retries
http://WheedleApp.com,,,,,,,No snapshot found
http://wheego.net,,,,,,,No snapshot found
http://www.wheeldo.com/#,,,,,,,No snapshot found
https://www.whatwelike.co/,http://web.archive.org/web/20150315181028/https://www.whatwelike.co/,,,,,,Failed to extract features after retries
http://whlr.us,,,,,,,No snapshot found
http://www.wheebox.com,http://web.archive.org/web/20130723043426/http://www.wheebox.com/,,,,,,Failed to extract features after retries
http://eclicks.cn,,,,,,,No snapshot found
http://wheelsup.com/,,,,,,,No snapshot found
http://Www.wheel-Tek.com,https://web.archive.org/web/20140111152503/http://Www.wheel-Tek.com,603.0,0.0,15.0,False,False,
http://wheelshields.com,http://web.archive.org/web/20131128145121/http://wheelshields.com/?,,,,,,Failed to extract features after retries
http://www.wheely.com,,,,,,,No snapshot found
http://wheelright.co.uk,http://web.archive.org/web/20140517024948/http://wheelright.co.uk/,,,,,,Failed to extract features after retries
http://www.wheelstreet.in/,http://web.archive.org/web/20141227171718/http://wheelstreet.in/,,,,,,Failed to extract features after retries
http://www.wheelyscafe.com/,,,,,,,No snapshot found
http://www.wheelz.com,http://web.archive.org/web/20110925022154/http://wheelz.com/,169.0,0.0,5.0,False,False,
http://whelse.com,,,,,,,No snapshot found
http://wheniwork.com,,,,,,,No snapshot found
http://aevi.is,,,,,,,No snapshot found
http://www.whenyouwish.com,,,,,,,No snapshot found
http://peachworks.com,,,,,,,No snapshot found
http://www.whenu.com/support,,,,,,,No snapshot found
http://www.whereivebeen.com,,,,,,,No snapshot found
http://www.wheretogoapp.com,,,,,,,No snapshot found
http://www.wwifdb.com,,,,,,,No snapshot found
https://youcanbook.me,http://web.archive.org/web/20110626132036/http://youcanbook.me/,,,,,,Failed to extract features after retries
http://wherefor.com,,,,,,,No snapshot found
http://www.whereinfair.com,,,,,,,No snapshot found
http://www.where.com,http://web.archive.org/web/20031230004638/http://www.where.com/,,,,,,Failed to extract features after retries
http://www.whereismytransport.com,,,,,,,No snapshot found
http://www.betterpet.co/,http://web.archive.org/web/20131209091657/http://www.betterpet.co/,,,,,,Failed to extract features after retries
https://wheresup.com,,,,,,,No snapshot found
http://Whereoscope.com,,,,,,,No snapshot found
http://wheretoget.it,,,,,,,No snapshot found
http://www.wherever.tv/WhereverTVHomeJSP.jsf,,,,,,,No snapshot found
http://www.whisolutions.com,,,,,,,No snapshot found
http://whill.jp,,,,,,,No snapshot found
http://whereIstand.com,http://web.archive.org/web/20071022042732/http://www.whereistand.com/,,,,,,Failed to extract features after retries
http://www.wherenet.com,http://web.archive.org/web/20050130063631/http://wherenet.com/,,,,,,Failed to extract features after retries
http://www.trywhim.com,,,,,,,No snapshot found
http://whipcar.com,,,,,,,No snapshot found
http://whipclip.com,,,,,,,No snapshot found
http://www.whimseybox.com,,,,,,,No snapshot found
http://www.whichsocial.com,http://web.archive.org/web/20121213083417/http://whichsocial.com/,,,,,,Failed to extract features after retries
http://www.whiphandcosmetics.com,,,,,,,No snapshot found
http://www.whirlpoolcorp.com,,,,,,,No snapshot found
http://www.whiptail.com,,,,,,,No snapshot found
https://getwhirl.com/,,,,,,,No snapshot found
http://www.whisher.info,,,,,,,No snapshot found
http://whiskerlabs.com,,,,,,,No snapshot found
http://www.whisbi.com,http://web.archive.org/web/20120111102458/http://whisbi.com/,165.0,0.0,6.0,False,True,
http://www.whiskeymedia.com,,,,,,,No snapshot found
http://whisper.sh,,,,,,,No snapshot found
http://www.whirlygolflimited.com/,http://web.archive.org/web/20150301125839/http://www.whirlygolflimited.com/,,,,,,Failed to extract features after retries
http://www.whispercomm.com,,,,,,,No snapshot found
http://whisperinggibbon.com/,,,,,,,No snapshot found
http://www.whisk.com,http://web.archive.org/web/20120428201708/http://whisk.com/,,,,,,Failed to extract features after retries
http://www.vetr.com,,,,,,,No snapshot found
http://www.whispto.com/,https://web.archive.org/web/20150116063509/http://www.whispto.com/,174.0,77.0,58.0,False,False,
http://www.whispir.com,,,,,,,No snapshot found
http://www.whistle.co.uk,,,,,,,No snapshot found
http://www.scoutfin.com,,,,,,,No snapshot found
http://whistlesports.com,,,,,,,No snapshot found
http://www.whistle.com,,,,,,,No snapshot found
http://www.whistlebox.com,,,,,,,No snapshot found
http://www.whistlertechnologies.com/,,,,,,,No snapshot found
https://whistlermedicalmarijuana.com/,,,,,,,No snapshot found
http://www.whistletalk.com,http://web.archive.org/web/20120808050117/http://www.whistletalk.com/,1.0,0.0,0.0,False,False,
http://www.whistlestop.com,,,,,,,No snapshot found
http://www.whitcomblawpc.com/,http://web.archive.org/web/20130726150545/http://www.whitcomblawpc.com/,371.0,15.0,5.0,False,False,
http://www.whiteamber.com,https://web.archive.org/web/20010410200256/http://www.whiteamber.com,23.0,0.0,0.0,False,False,
http://whitecastle.com/,,,,,,,No snapshot found
http://crowd911.com,,,,,,,No snapshot found
http://www.a4c.us,,,,,,,No snapshot found
http://www.whitelabel-llc.com/,,,,,,,No snapshot found
http://www.whitelabelmarketing.com/,,,,,,,No snapshot found
http://www.whitemountaintactical.com,,,,,,,No snapshot found
http://www.whiteops.com,,,,,,,No snapshot found
http://www.whitepajama.com/,,,,,,,No snapshot found
http://whitepinemedical.com,,,,,,,No snapshot found
http://www.shefinds.com,http://web.archive.org/web/20081011114751/http://shefinds.com/,,,,,,Failed to extract features after retries
http://www.spinnphr.com/,,,,,,,No snapshot found
http://whiterabbitbrewery.com/,,,,,,,No snapshot found
http://www.whitesky.com,,,,,,,No snapshot found
http://whiteshoemedia.com,,,,,,,No snapshot found
https://www.whiterock.com,,,,,,,No snapshot found
http://www.whitesourcesoftware.com,,,,,,,No snapshot found
http://www.whitewolfwhiskey.com,,,,,,,No snapshot found
http://whitecloudanalytics.com,,,,,,,No snapshot found
http://whiteplume.com,http://web.archive.org/web/20090331185942/http://www.whiteplume.com/?,,,,,,Failed to extract features after retries
http://www.whitehatsec.com,,,,,,,No snapshot found
http://whitehatt.com,,,,,,,No snapshot found
http://www.whitelynx.co,,,,,,,No snapshot found
http://www.whitenoisenetworks.com,,,,,,,No snapshot found
http://www.whiteglove.com,http://web.archive.org/web/20120403024616/http://www.whiteglove.com/,148.0,13.0,11.0,False,False,
http://www.whitefence.com,http://web.archive.org/web/20061113080751/http://whitefence.com/,,,,,,Failed to extract features after retries
http://www.whitehilltech.com/,,,,,,,No snapshot found
http://www.whiteout.io,,,,,,,No snapshot found
http://www.whitepages.com,,,,,,,No snapshot found
http://www.wh-plus.com,,,,,,,No snapshot found
http://www.whitesmoke.com,,,,,,,No snapshot found
http://www.whitetruffle.com,,,,,,,No snapshot found
http://www.whitevector.com,,,,,,,No snapshot found
http://whiteyboard.com,,,,,,,No snapshot found
http://www.fixmytaxproblem.com,,,,,,,No snapshot found
http://www.whitfieldsolar.com,,,,,,,No snapshot found
http://www.whitman.edu/,,,,,,,No snapshot found
http://www.whiteoutgames.com,http://web.archive.org/web/20130718220845/http://whiteoutgames.com/,,,,,,Failed to extract features after retries
https://whizztechnologies.com.au/,,,,,,,No snapshot found
http://www.whittl.com,,,,,,,No snapshot found
http://www.wshc.org,http://web.archive.org/web/20140104002320/http://www.wshc.org/,544.0,52.0,4.0,False,False,
http://www.whizzsystems.com/,,,,,,,No snapshot found
http://www.whmsoft.com,,,,,,,No snapshot found
http://www.whizztek.com,,,,,,,No snapshot found
http://www.weapp.me,,,,,,,No snapshot found
http://www.lesgeorges.com,,,,,,,No snapshot found
http://www.who-sells-it.com,,,,,,,No snapshot found
http://www.whowhatwear.com,,,,,,,No snapshot found
http://www.whoworksaroundyou.com,,,,,,,No snapshot found
http://whoanellyhorsetreats.com/,,,,,,,No snapshot found
http://www.whoactually.com,,,,,,,No snapshot found
http://www.whocanfixmycar.com,http://web.archive.org/web/20130806110709/http://www.whocanfixmycar.com/,,,,,,Failed to extract features after retries
http://www.whoat.net,,,,,,,No snapshot found
http://www.whobyyou.com,,,,,,,No snapshot found
http://www.whogotstuff.com/,,,,,,,No snapshot found
http://www.whois.com,,,,,,,No snapshot found
http://www.whodoyou.com,,,,,,,No snapshot found
http://whoapi.com,http://web.archive.org/web/20120724134346/http://whoapi.com/,,,,,,Failed to extract features after retries
http://www.whoisedi.com,,,,,,,No snapshot found
http://www.whojam.com,,,,,,,No snapshot found
http://www.whoknows.com,,,,,,,No snapshot found
http://www.whole-optics.com,,,,,,,No snapshot found
http://www.whocanhelp.com,http://web.archive.org/web/20100609183618/http://www.whocanhelp.com/,,,,,,Failed to extract features after retries
http://wholesalefund.com,,,,,,,No snapshot found
http://www.wholelifecompanies.com/,,,,,,,No snapshot found
http://www.wholesecurity.com/,,,,,,,No snapshot found
http://www.wholemeaning.com/,,,,,,,No snapshot found
http://wholebake.co.uk,http://web.archive.org/web/20140615140730/http://wholebake.co.uk/,226.0,0.0,6.0,False,False,
http://www.wholeshare.com/,,,,,,,No snapshot found
http://wholeworldband.com/,,,,,,,No snapshot found
http://www.wholesome-goodness.com/,,,,,,,No snapshot found
http://www.wholesomepet.com/,,,,,,,No snapshot found
http://www.whooch.com,,,,,,,No snapshot found
http://www.whoop.com,,,,,,,No snapshot found
http://whoosh.com,,,,,,,No snapshot found
http://www.whoopwireless.com/,,,,,,,No snapshot found
http://www.whoosnap.com,,,,,,,No snapshot found
http://whotever.com,,,,,,,No snapshot found
http://whoplusyou.com,,,,,,,No snapshot found
http://www.whoseview.ie,,,,,,,No snapshot found
http://www.whosay.com,,,,,,,No snapshot found
http://whoolala.com,http://web.archive.org/web/20150224021527/http://www.whoolala.com/,,,,,,Failed to extract features after retries
http://www.whyscience.com,,,,,,,No snapshot found
http://whyd.com,,,,,,,No snapshot found
http://www.whowantsme.eu,,,,,,,No snapshot found
http://whyteboard.co.jp,,,,,,,No snapshot found
http://www.whyville.net,,,,,,,No snapshot found
http://localview.co,,,,,,,No snapshot found
http://www.wi-chi.com,,,,,,,No snapshot found
http://www.who-wanna.com/en/,http://web.archive.org/web/20140226113743/http://www.who-wanna.com/en/,,,,,,Failed to extract features after retries
https://www.wiacts.com/,,,,,,,No snapshot found
http://wibmachines.com,,,,,,,No snapshot found
http://www.wibmachines.com/,,,,,,,No snapshot found
http://www.wibbitz.com,,,,,,,No snapshot found
http://www.wibiya.conduit.com,,,,,,,No snapshot found
http://www.wibidata.com,,,,,,,No snapshot found
http://www.wi3inc.com,http://web.archive.org/web/20110923184837/http://www.wi3inc.com/,,,,,,Failed to extract features after retries
http://www.wibki.com,,,,,,,No snapshot found
http://www.wichorus.com,,,,,,,No snapshot found
http://www.wickedloot.com,,,,,,,No snapshot found
http://wicastr.com,,,,,,,No snapshot found
http://wickedride.in,,,,,,,No snapshot found
http://www.wickedstixcigar.bar/,,,,,,,No snapshot found
https://www.wickr.com,,,,,,,No snapshot found
http://www.wibbu.com,http://web.archive.org/web/20150329181812/http://wibbu.com/,,,,,,Failed to extract features after retries
http://www.widbook.com,,,,,,,No snapshot found
http://wicron.com/en,,,,,,,No snapshot found
http://widdle.it,,,,,,,No snapshot found
http://www.wideanglemetrics.com,,,,,,,No snapshot found
http://www.wideopenspaces.com,,,,,,,No snapshot found
http://www.wideorbit.com,,,,,,,No snapshot found
http://www.wide.io/,http://web.archive.org/web/20141010002018/http://www.wide.io/,,,,,,Failed to extract features after retries
http://www.widespace.com,,,,,,,No snapshot found
http://www.widevine.com,,,,,,,No snapshot found
http://www.widemile.com,http://web.archive.org/web/20040915185612/http://www.widemile.com/,,,,,,Failed to extract features after retries
http://www.widetronix.com,,,,,,,No snapshot found
http://wideo.co,http://web.archive.org/web/20140626135828/http://www.wideo.co/,,,,,,Failed to extract features after retries
http://widgetbox.com,,,,,,,No snapshot found
https://widgetic.com/,,,,,,,No snapshot found
http://widgetlabs.eu,,,,,,,No snapshot found
http://www.widip.fr,,,,,,,No snapshot found
http://www.widowgames.com,,,,,,,No snapshot found
http://wienergames.com,,,,,,,No snapshot found
http://www.wifast.com,,,,,,,No snapshot found
http://wifeeyewifi.com/,,,,,,,No snapshot found
http://www.wiffinity.com,,,,,,,No snapshot found
http://wifirunners.com,,,,,,,No snapshot found
http://wifirail.com,,,,,,,No snapshot found
http://www.wifionline.es,,,,,,,No snapshot found
http://www.wifibanlv.com/,,,,,,,No snapshot found
http://www.wifinitytech.com,,,,,,,No snapshot found
http://www.wiggio.com,,,,,,,No snapshot found
http://www.wifi.com,http://web.archive.org/web/20080331120826/http://www.wifi.com/?,,,,,,Failed to extract features after retries
http://www.wigix.com,,,,,,,No snapshot found
http://wigwag.com,,,,,,,No snapshot found
http://www.wigo.us/,,,,,,,No snapshot found
http://www.wigzo.com/,,,,,,,No snapshot found
http://wiiiwaaa.com,,,,,,,No snapshot found
https://wiivv.com/,,,,,,,No snapshot found
http://www.wifuntv.com,http://web.archive.org/web/20121219051030/http://www.wifuntv.com/,,,,,,Failed to extract features after retries
https://www.wikasa.com,,,,,,,No snapshot found
http://wiki-pr.com,,,,,,,No snapshot found
http://www.wikets.com,,,,,,,No snapshot found
http://www.wikia.com,,,,,,,No snapshot found
http://wikibon.org,,,,,,,No snapshot found
http://www.wikipearl.com/,,,,,,,No snapshot found
http://www.wijhoudenvanvers.nl/,http://web.archive.org/web/20150422030648/http://www.wijhoudenvanvers.nl/,,,,,,Failed to extract features after retries
http://www.wikidot.com,https://web.archive.org/web/20061230030318/http://www.wikidot.com,1649.0,54.0,17.0,False,False,
http://wikifolio.com,,,,,,,No snapshot found
http://wikimapa.org.br/,,,,,,,No snapshot found
http://www.wikibrains.com,http://web.archive.org/web/20130916085100/http://wikibrains.com/,,,,,,Failed to extract features after retries
http://wikimart.ru,,,,,,,No snapshot found
http://wikimediafoundation.org,,,,,,,No snapshot found
http://www.wikidata.org/,http://web.archive.org/web/20120918024058/http://www.wikidata.org/,,,,,,Failed to extract features after retries
http://www.wikinvest.com,,,,,,,No snapshot found
